Year,Week Ending,State,Commodity,Data Item,Yield
2010,,NEBRASKA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",43
2010,,NEBRASKA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",43
2010,,NEVADA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",102.7
2010,,NEVADA,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",90
2010,,NEVADA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",109
2010,,NEW JERSEY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114
2010,,NEW JERSEY,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",24
2010,,NEW JERSEY,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",49
2010,,NEW JERSEY,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",49
2010,,NEW MEXICO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180
2010,,NEW MEXICO,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",66
2010,,NEW MEXICO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",28
2010,,NEW MEXICO,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",28
2010,,NEW YORK,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",55
2010,,NEW YORK,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",149
2010,,NEW YORK,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",67
2010,,NEW YORK,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",48
2010,,NEW YORK,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",67
2010,,NEW YORK,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",67
2010,,NORTH CAROLINA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",63
2010,,NORTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",91
2010,,NORTH CAROLINA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",60
2010,,NORTH CAROLINA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",26
2010,,NORTH CAROLINA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",38
2010,,NORTH CAROLINA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",38
2010,,NORTH DAKOTA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",65
2010,,NORTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132
2010,,NORTH DAKOTA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",22
2010,,NORTH DAKOTA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",61
2010,,NORTH DAKOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",34
2010,,NORTH DAKOTA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",43
2010,,NORTH DAKOTA,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",44
2010,,NORTH DAKOTA,WHEAT,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",37.5
2010,,NORTH DAKOTA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",55
2010,,OHIO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160
2010,,OHIO,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",70
2010,,OHIO,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",48
2010,,OHIO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",61
2010,,OHIO,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",61
2010,,OKLAHOMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128
2010,,OKLAHOMA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",33
2010,,OKLAHOMA,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",26
2010,,OKLAHOMA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",52
2010,,OKLAHOMA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",25
2010,,OKLAHOMA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",31
2010,,OKLAHOMA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",31
2010,,OREGON,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",74
2010,,OREGON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",200
2010,,OREGON,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",100
2010,,OREGON,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",67.3
2010,,OREGON,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",69
2010,,OREGON,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",67
2010,,OTHER STATES,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",29.7
2010,,PENNSYLVANIA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",75
2010,,PENNSYLVANIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128
2010,,PENNSYLVANIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",59
2010,,PENNSYLVANIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42
2010,,PENNSYLVANIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",59
2010,,PENNSYLVANIA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",59
2010,,SOUTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",84
2010,,SOUTH CAROLINA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",47
2010,,SOUTH CAROLINA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",23
2010,,SOUTH CAROLINA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",36
2010,,SOUTH CAROLINA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",36
2010,,SOUTH DAKOTA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",40
2010,,SOUTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135
2010,,SOUTH DAKOTA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",19
2010,,SOUTH DAKOTA,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",30
2010,,SOUTH DAKOTA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",72
2010,,SOUTH DAKOTA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",62
2010,,SOUTH DAKOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",38
2010,,SOUTH DAKOTA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",45.3
2010,,SOUTH DAKOTA,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",42
2010,,SOUTH DAKOTA,WHEAT,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",37
2010,,SOUTH DAKOTA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",49
2010,,TENNESSEE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117
2010,,TENNESSEE,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",31
2010,,TENNESSEE,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",53
2010,,TENNESSEE,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",53
2010,,TEXAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",144
2010,,TEXAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",52
2010,,TEXAS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",70
2010,,TEXAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",30
2010,,TEXAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",33
2010,,TEXAS,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",33
2010,,UTAH,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",89
2010,,UTAH,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178
2010,,UTAH,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",74
2010,,UTAH,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",48.7
2010,,UTAH,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",55
2010,,UTAH,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",48
2010,,VIRGINIA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",67
2010,,VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",67
2010,,VIRGINIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",44
2010,,VIRGINIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",26
2010,,VIRGINIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",51
2010,,VIRGINIA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",51
2010,,WASHINGTON,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",72
2010,,WASHINGTON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",205
2010,,WASHINGTON,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",84
2010,,WASHINGTON,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",64.9
2010,,WASHINGTON,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",52
2010,,WASHINGTON,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",69
2010,,WEST VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90
2010,,WEST VIRGINIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",30
2010,,WEST VIRGINIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",54
2010,,WEST VIRGINIA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",54
2010,,WISCONSIN,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",48
2010,,WISCONSIN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",162
2010,,WISCONSIN,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",58
2010,,WISCONSIN,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.5
2010,,WISCONSIN,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",64
2010,,WISCONSIN,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",64
2010,,WYOMING,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",98
2010,,WYOMING,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",123
2010,,WYOMING,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",61
2010,,WYOMING,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",32
2010,,WYOMING,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",32
2009,,ALABAMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",108
2009,,ALABAMA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",50
2009,,ALABAMA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",40
2009,,ALABAMA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",54
2009,,ALABAMA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",54
2009,,ALASKA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",41.6
2009,,ALASKA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",41.1
2009,,ARIZONA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",115
2009,,ARIZONA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",175
2009,,ARIZONA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",85
2009,,ARIZONA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",99.4
2009,,ARIZONA,WHEAT,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",100
2009,,ARIZONA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",85
2009,,ARKANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",148
2009,,ARKANSAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",80
2009,,ARKANSAS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",79
2009,,ARKANSAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",37.5
2009,,ARKANSAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",44
2009,,ARKANSAS,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",44
2009,,CALIFORNIA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",54
2009,,CALIFORNIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180
2009,,CALIFORNIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",105
2009,,CALIFORNIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",84.3
2009,,CALIFORNIA,WHEAT,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",100
2009,,CALIFORNIA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",78
2009,,COLORADO,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",135
2009,,COLORADO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153
2009,,COLORADO,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",35
2009,,COLORADO,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",65
2009,,COLORADO,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",45
2009,,COLORADO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",40.6
2009,,COLORADO,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",90
2009,,COLORADO,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",40
2009,,DELAWARE,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",70
2009,,DELAWARE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",145
2009,,DELAWARE,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42
2009,,DELAWARE,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",61
2009,,DELAWARE,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",61
2009,,FLORIDA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",97
2009,,FLORIDA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",38
2009,,FLORIDA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",44
2009,,FLORIDA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",44
2009,,GEORGIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",140
2009,,GEORGIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",56
2009,,GEORGIA,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",21
2009,,GEORGIA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",53
2009,,GEORGIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",36
2009,,GEORGIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",42
2009,,GEORGIA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",42
2009,,IDAHO,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",95
2009,,IDAHO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185
2009,,IDAHO,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",78
2009,,IDAHO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",79.3
2009,,IDAHO,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",77
2009,,IDAHO,WHEAT,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",81
2009,,IDAHO,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",81
2009,,ILLINOIS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",174
2009,,ILLINOIS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",65
2009,,ILLINOIS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",82
2009,,ILLINOIS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46
2009,,ILLINOIS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",56
2009,,ILLINOIS,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",56
2009,,INDIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171
2009,,INDIANA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",69
2009,,INDIANA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49
2009,,INDIANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",67
2009,,INDIANA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",67
2009,,IOWA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181
2009,,IOWA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",65
2009,,IOWA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51
2009,,IOWA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",45
2009,,IOWA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",45
2009,,KANSAS,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",51
2009,,KANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",155
2009,,KANSAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",53
2009,,KANSAS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",88
2009,,KANSAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",44.5
2009,,KANSAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",42
2009,,KANSAS,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",42
2009,,KENTUCKY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",165
2009,,KENTUCKY,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",48
2009,,KENTUCKY,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",57
2009,,KENTUCKY,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",57
2009,,LOUISIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132
2009,,LOUISIANA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",82
2009,,LOUISIANA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",39
2009,,LOUISIANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",56
2009,,LOUISIANA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",56
2009,,MAINE,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",55
2009,,MAINE,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",65
2009,,MARYLAND,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",70
2009,,MARYLAND,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",145
2009,,MARYLAND,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42
2009,,MARYLAND,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",59
2009,,MARYLAND,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",59
2009,,MICHIGAN,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",51
2009,,MICHIGAN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",148
2009,,MICHIGAN,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",63
2009,,MICHIGAN,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",40
2009,,MICHIGAN,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",68
2009,,MICHIGAN,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",68
2009,,MINNESOTA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",61
2009,,MINNESOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",174
2009,,MINNESOTA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",21
2009,,MINNESOTA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",71
2009,,MINNESOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",40
2009,,MINNESOTA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",52.8
2009,,MINNESOTA,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",53
2009,,MINNESOTA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",45
2009,,MISSISSIPPI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128
2009,,MISSISSIPPI,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",70
2009,,MISSISSIPPI,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",38
2009,,MISSISSIPPI,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",50
2009,,MISSISSIPPI,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",50
2009,,MISSOURI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153
2009,,MISSOURI,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",55
2009,,MISSOURI,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",86
2009,,MISSOURI,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",43.5
2009,,MISSOURI,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",47
2009,,MISSOURI,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",47
2009,,MONTANA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",56
2009,,MONTANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",152
2009,,MONTANA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",16
2009,,MONTANA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",56
2009,,MONTANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",33.3
2009,,MONTANA,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",30
2009,,MONTANA,WHEAT,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",31
2009,,MONTANA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",37
2009,,NEBRASKA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",179
2009,,NEBRASKA,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",27
2009,,NEBRASKA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",69
2009,,NEBRASKA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",93
2009,,NEBRASKA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.5
2009,,NEBRASKA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",48
2009,,NEBRASKA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",48
2009,,NEVADA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",96
2009,,NEVADA,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",75
2009,,NEVADA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",102
2009,,NEW JERSEY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",143
2009,,NEW JERSEY,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42
2009,,NEW JERSEY,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",51
2009,,NEW JERSEY,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",51
2009,,NEW MEXICO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190
2009,,NEW MEXICO,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",46
2009,,NEW MEXICO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",20
2009,,NEW MEXICO,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",20
2009,,NEW YORK,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",53
2009,,NEW YORK,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",134
2009,,NEW YORK,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",77
2009,,NEW YORK,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",43
2009,,NEW YORK,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",65
2009,,NEW YORK,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",65
2009,,NORTH CAROLINA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",60
2009,,NORTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117
2009,,NORTH CAROLINA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",70
2009,,NORTH CAROLINA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",34
2009,,NORTH CAROLINA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",49
2009,,NORTH CAROLINA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",49
2009,,NORTH DAKOTA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",70
2009,,NORTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115
2009,,NORTH DAKOTA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",24
2009,,NORTH DAKOTA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",68
2009,,NORTH DAKOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",30
